anchor_id,source,source_version,anchor_kind,human_labeled_minutes,without_ai_minutes,human_labeled,weight,feature_vector,labels,valid_from,valid_to
ainative2026_25,internal_ainative_2026,2026,ainative_need,,11017.92,t,1,"{""log_work_min"": 9.639587, ""ai_code_ratio"": 0.98}","{""calib"": 0.499, ""act_days"": 32.0, ""trad_days"": 46.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 22080.0}",,
ainative2026_26,internal_ainative_2026,2026,ainative_need,,2874.24,t,1,"{""log_work_min"": 8.425297, ""ai_code_ratio"": 0.0}","{""calib"": 0.499, ""act_days"": 9.5, ""trad_days"": 12.0, ""adopt_imputed"": true, ""raw_without_ai_min"": 5760.0}",,
ainative2026_27,internal_ainative_2026,2026,ainative_need,,11017.92,t,1,"{""log_work_min"": 9.309371, ""ai_code_ratio"": 0.9}","{""calib"": 0.499, ""act_days"": 23.0, ""trad_days"": 46.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 22080.0}",,
ainative2026_28,internal_ainative_2026,2026,ainative_need,,4311.36,t,1,"{""log_work_min"": 9.007122, ""ai_code_ratio"": 0.7}","{""calib"": 0.499, ""act_days"": 17.0, ""trad_days"": 18.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 8640.0}",,
ainative2026_29,internal_ainative_2026,2026,ainative_need,,2994,t,1,"{""log_work_min"": 8.314097, ""ai_code_ratio"": 0.9}","{""calib"": 0.499, ""act_days"": 8.5, ""trad_days"": 12.5, ""adopt_imputed"": false, ""raw_without_ai_min"": 6000.0}",,
ainative2026_3,internal_ainative_2026,2026,ainative_need,,3832.32,t,1,"{""log_work_min"": 8.699681, ""ai_code_ratio"": 0.85}","{""calib"": 0.499, ""act_days"": 12.5, ""trad_days"": 16.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 7680.0}",,
ainative2026_30,internal_ainative_2026,2026,ainative_need,,5029.92,t,1,"{""log_work_min"": 8.812992, ""ai_code_ratio"": 0.9}","{""calib"": 0.499, ""act_days"": 14.0, ""trad_days"": 21.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 10080.0}",,
ainative2026_31,internal_ainative_2026,2026,ainative_need,,8143.68,t,1,"{""log_work_min"": 9.541154, ""ai_code_ratio"": 0.88}","{""calib"": 0.499, ""act_days"": 29.0, ""trad_days"": 34.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 16320.0}",,
ainative2026_32,internal_ainative_2026,2026,ainative_need,,7185.6,t,1,"{""log_work_min"": 9.194313, ""ai_code_ratio"": 0.85}","{""calib"": 0.499, ""act_days"": 20.5, ""trad_days"": 30.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 14400.0}",,
ainative2026_33,internal_ainative_2026,2026,ainative_need,,2275.44,t,1,"{""log_work_min"": 8.045909, ""ai_code_ratio"": 0.88}","{""calib"": 0.499, ""act_days"": 6.5, ""trad_days"": 9.5, ""adopt_imputed"": false, ""raw_without_ai_min"": 4560.0}",,
ainative2026_34,internal_ainative_2026,2026,ainative_need,,11496.96,t,1,"{""log_work_min"": 9.757363, ""ai_code_ratio"": 0.8}","{""calib"": 0.499, ""act_days"": 36.0, ""trad_days"": 48.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 23040.0}",,
ainative2026_35,internal_ainative_2026,2026,ainative_need,,7065.84,t,1,"{""log_work_min"": 9.241936, ""ai_code_ratio"": 0.9}","{""calib"": 0.499, ""act_days"": 21.5, ""trad_days"": 29.5, ""adopt_imputed"": false, ""raw_without_ai_min"": 14160.0}",,
ainative2026_36,internal_ainative_2026,2026,ainative_need,,3712.56,t,1,"{""log_work_min"": 8.253488, ""ai_code_ratio"": 0.7}","{""calib"": 0.499, ""act_days"": 8.0, ""trad_days"": 15.5, ""adopt_imputed"": false, ""raw_without_ai_min"": 7440.0}",,
ainative2026_37,internal_ainative_2026,2026,ainative_need,,2395.2,t,1,"{""log_work_min"": 8.119994, ""ai_code_ratio"": 0.8}","{""calib"": 0.499, ""act_days"": 7.0, ""trad_days"": 10.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 4800.0}",,
ainative2026_38,internal_ainative_2026,2026,ainative_need,,6946.08,t,1,"{""log_work_min"": 9.218408, ""ai_code_ratio"": 0.85}","{""calib"": 0.499, ""act_days"": 21.0, ""trad_days"": 29.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 13920.0}",,
ainative2026_39,internal_ainative_2026,2026,ainative_need,,1916.16,t,1,"{""log_work_min"": 7.273093, ""ai_code_ratio"": 0.0}","{""calib"": 0.499, ""act_days"": 3.0, ""trad_days"": 8.0, ""adopt_imputed"": true, ""raw_without_ai_min"": 3840.0}",,
ainative2026_4,internal_ainative_2026,2026,ainative_need,,5988,t,1,"{""log_work_min"": 8.848078, ""ai_code_ratio"": 0.9}","{""calib"": 0.499, ""act_days"": 14.5, ""trad_days"": 25.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 12000.0}",,
ainative2026_40,internal_ainative_2026,2026,ainative_need,,5508.96,t,1,"{""log_work_min"": 9.091669, ""ai_code_ratio"": 0.8}","{""calib"": 0.499, ""act_days"": 18.5, ""trad_days"": 23.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 11040.0}",,
ainative2026_41,internal_ainative_2026,2026,ainative_need,,3592.8,t,1,"{""log_work_min"": 8.52536, ""ai_code_ratio"": 0.7}","{""calib"": 0.499, ""act_days"": 10.5, ""trad_days"": 15.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 7200.0}",,
ainative2026_42,internal_ainative_2026,2026,ainative_need,,5988,t,1,"{""log_work_min"": 9.392745, ""ai_code_ratio"": 0.85}","{""calib"": 0.499, ""act_days"": 25.0, ""trad_days"": 25.0, ""adopt_imputed"": true, ""raw_without_ai_min"": 12000.0}",,
ainative2026_43,internal_ainative_2026,2026,ainative_need,,6227.52,t,1,"{""log_work_min"": 8.881975, ""ai_code_ratio"": 0.8}","{""calib"": 0.499, ""act_days"": 15.0, ""trad_days"": 26.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 12480.0}",,
ainative2026_44,internal_ainative_2026,2026,ainative_need,,2059.872,t,1,"{""log_work_min"": 7.982416, ""ai_code_ratio"": 0.9}","{""calib"": 0.499, ""act_days"": 6.1, ""trad_days"": 8.6, ""adopt_imputed"": false, ""raw_without_ai_min"": 4128.0}",,
ainative2026_45,internal_ainative_2026,2026,ainative_need,,3856.2720000000004,t,1,"{""log_work_min"": 8.746557, ""ai_code_ratio"": 0.8}","{""calib"": 0.499, ""act_days"": 13.1, ""trad_days"": 16.1, ""adopt_imputed"": false, ""raw_without_ai_min"": 7728.000000000001}",,
ainative2026_46,internal_ainative_2026,2026,ainative_need,,479.04,t,1,"{""log_work_min"": 6.175867, ""ai_code_ratio"": 0.85}","{""calib"": 0.499, ""act_days"": 1.0, ""trad_days"": 2.0, ""adopt_imputed"": true, ""raw_without_ai_min"": 960.0}",,
ainative2026_47,internal_ainative_2026,2026,ainative_need,,3640.704,t,1,"{""log_work_min"": 8.496378, ""ai_code_ratio"": 0.8}","{""calib"": 0.499, ""act_days"": 10.2, ""trad_days"": 15.2, ""adopt_imputed"": false, ""raw_without_ai_min"": 7296.0}",,
ainative2026_48,internal_ainative_2026,2026,ainative_need,,1125.744,t,1,"{""log_work_min"": 7.337588, ""ai_code_ratio"": 0.6}","{""calib"": 0.499, ""act_days"": 3.2, ""trad_days"": 4.7, ""adopt_imputed"": false, ""raw_without_ai_min"": 2256.0}",,
ainative2026_49,internal_ainative_2026,2026,ainative_need,,5269.44,t,1,"{""log_work_min"": 8.314097, ""ai_code_ratio"": 0.85}","{""calib"": 0.499, ""act_days"": 8.5, ""trad_days"": 22.0, ""adopt_imputed"": true, ""raw_without_ai_min"": 10560.0}",,
ainative2026_5,internal_ainative_2026,2026,ainative_need,,958.08,t,1,"{""log_work_min"": 7.427144, ""ai_code_ratio"": 0.7}","{""calib"": 0.499, ""act_days"": 3.5, ""trad_days"": 4.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 1920.0}",,
ainative2026_50,internal_ainative_2026,2026,ainative_need,,3353.28,t,1,"{""log_work_min"": 8.371242, ""ai_code_ratio"": 0.8}","{""calib"": 0.499, ""act_days"": 9.0, ""trad_days"": 14.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 6720.0}",,
ainative2026_51,internal_ainative_2026,2026,ainative_need,,2874.24,t,1,"{""log_work_min"": 8.253488, ""ai_code_ratio"": 0.9}","{""calib"": 0.499, ""act_days"": 8.0, ""trad_days"": 12.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 5760.0}",,
ainative2026_52,internal_ainative_2026,2026,ainative_need,,838.32,t,1,"{""log_work_min"": 7.273093, ""ai_code_ratio"": 0.9}","{""calib"": 0.499, ""act_days"": 3.0, ""trad_days"": 3.5, ""adopt_imputed"": false, ""raw_without_ai_min"": 1680.0}",,
ainative2026_53,internal_ainative_2026,2026,ainative_need,,11017.92,t,1,"{""log_work_min"": 9.685394, ""ai_code_ratio"": 0.9}","{""calib"": 0.499, ""act_days"": 33.5, ""trad_days"": 46.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 22080.0}",,
ainative2026_54,internal_ainative_2026,2026,ainative_need,,2155.68,t,1,"{""log_work_min"": 7.965893, ""ai_code_ratio"": 0.7}","{""calib"": 0.499, ""act_days"": 6.0, ""trad_days"": 9.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 4320.0}",,
ainative2026_55,internal_ainative_2026,2026,ainative_need,,2443.104,t,1,"{""log_work_min"": 7.998671, ""ai_code_ratio"": 0.7}","{""calib"": 0.499, ""act_days"": 6.2, ""trad_days"": 10.2, ""adopt_imputed"": false, ""raw_without_ai_min"": 4896.0}",,
ainative2026_56,internal_ainative_2026,2026,ainative_need,,5748.48,t,1,"{""log_work_min"": 8.914761, ""ai_code_ratio"": 0.7}","{""calib"": 0.499, ""act_days"": 15.5, ""trad_days"": 24.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 11520.0}",,
ainative2026_57,internal_ainative_2026,2026,ainative_need,,10059.84,t,1,"{""log_work_min"": 9.431963, ""ai_code_ratio"": 0.9}","{""calib"": 0.499, ""act_days"": 26.0, ""trad_days"": 42.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 20160.0}",,
ainative2026_58,internal_ainative_2026,2026,ainative_need,,646.704,t,1,"{""log_work_min"": 6.96319, ""ai_code_ratio"": 0.5}","{""calib"": 0.499, ""act_days"": 2.2, ""trad_days"": 2.7, ""adopt_imputed"": false, ""raw_without_ai_min"": 1296.0}",,
ainative2026_59,internal_ainative_2026,2026,ainative_need,,6467.04,t,1,"{""log_work_min"": 9.118335, ""ai_code_ratio"": 0.6}","{""calib"": 0.499, ""act_days"": 19.0, ""trad_days"": 27.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 12960.0}",,
ainative2026_6,internal_ainative_2026,2026,ainative_need,,3592.8,t,1,"{""log_work_min"": 8.425297, ""ai_code_ratio"": 0.95}","{""calib"": 0.499, ""act_days"": 9.5, ""trad_days"": 15.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 7200.0}",,
ainative2026_60,internal_ainative_2026,2026,ainative_need,,2155.68,t,1,"{""log_work_min"": 7.783641, ""ai_code_ratio"": 0.6}","{""calib"": 0.499, ""act_days"": 5.0, ""trad_days"": 9.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 4320.0}",,
ainative2026_61,internal_ainative_2026,2026,ainative_need,,598.8,t,1,"{""log_work_min"": 6.580639, ""ai_code_ratio"": 0.9}","{""calib"": 0.499, ""act_days"": 1.5, ""trad_days"": 2.5, ""adopt_imputed"": false, ""raw_without_ai_min"": 1200.0}",,
ainative2026_62,internal_ainative_2026,2026,ainative_need,,47.903999999999996,t,1,"{""log_work_min"": 4.574711, ""ai_code_ratio"": 0.85}","{""calib"": 0.499, ""act_days"": 0.2, ""trad_days"": 0.2, ""adopt_imputed"": true, ""raw_without_ai_min"": 96.0}",,
ainative2026_63,internal_ainative_2026,2026,ainative_need,,1197.6,t,1,"{""log_work_min"": 7.678326, ""ai_code_ratio"": 0.85}","{""calib"": 0.499, ""act_days"": 4.5, ""trad_days"": 5.0, ""adopt_imputed"": true, ""raw_without_ai_min"": 2400.0}",,
ainative2026_64,internal_ainative_2026,2026,ainative_need,,1077.84,t,1,"{""log_work_min"": 7.09091, ""ai_code_ratio"": 0.7}","{""calib"": 0.499, ""act_days"": 2.5, ""trad_days"": 4.5, ""adopt_imputed"": false, ""raw_without_ai_min"": 2160.0}",,
ainative2026_65,internal_ainative_2026,2026,ainative_need,,1437.12,t,1,"{""log_work_min"": 7.783641, ""ai_code_ratio"": 0.85}","{""calib"": 0.499, ""act_days"": 5.0, ""trad_days"": 6.0, ""adopt_imputed"": true, ""raw_without_ai_min"": 2880.0}",,
ainative2026_66,internal_ainative_2026,2026,ainative_need,,718.56,t,1,"{""log_work_min"": 7.273093, ""ai_code_ratio"": 0.85}","{""calib"": 0.499, ""act_days"": 3.0, ""trad_days"": 3.0, ""adopt_imputed"": true, ""raw_without_ai_min"": 1440.0}",,
ainative2026_67,internal_ainative_2026,2026,ainative_need,,2155.68,t,1,"{""log_work_min"": 8.045909, ""ai_code_ratio"": 0.85}","{""calib"": 0.499, ""act_days"": 6.5, ""trad_days"": 9.0, ""adopt_imputed"": true, ""raw_without_ai_min"": 4320.0}",,
ainative2026_68,internal_ainative_2026,2026,ainative_need,,4790.4,t,1,"{""log_work_min"": 8.699681, ""ai_code_ratio"": 0.9}","{""calib"": 0.499, ""act_days"": 12.5, ""trad_days"": 20.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 9600.0}",,
ainative2026_69,internal_ainative_2026,2026,ainative_need,,239.52,t,1,"{""log_work_min"": 6.175867, ""ai_code_ratio"": 0.85}","{""calib"": 0.499, ""act_days"": 1.0, ""trad_days"": 1.0, ""adopt_imputed"": true, ""raw_without_ai_min"": 480.0}",,
ainative2026_7,internal_ainative_2026,2026,ainative_need,,5269.44,t,1,"{""log_work_min"": 8.946505, ""ai_code_ratio"": 0.5}","{""calib"": 0.499, ""act_days"": 16.0, ""trad_days"": 22.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 10560.0}",,
ainative2026_70,internal_ainative_2026,2026,ainative_need,,1676.64,t,1,"{""log_work_min"": 7.783641, ""ai_code_ratio"": 0.6}","{""calib"": 0.499, ""act_days"": 5.0, ""trad_days"": 7.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 3360.0}",,
ainative2026_71,internal_ainative_2026,2026,ainative_need,,5748.48,t,1,"{""log_work_min"": 8.881975, ""ai_code_ratio"": 0.85}","{""calib"": 0.499, ""act_days"": 15.0, ""trad_days"": 24.0, ""adopt_imputed"": true, ""raw_without_ai_min"": 11520.0}",,
ainative2026_72,internal_ainative_2026,2026,ainative_need,,10419.12,t,1,"{""log_work_min"": 9.372544, ""ai_code_ratio"": 0.9}","{""calib"": 0.499, ""act_days"": 24.5, ""trad_days"": 43.5, ""adopt_imputed"": false, ""raw_without_ai_min"": 20880.0}",,
ainative2026_73,internal_ainative_2026,2026,ainative_need,,15736.464,t,1,"{""log_work_min"": 9.720586, ""ai_code_ratio"": 0.7}","{""calib"": 0.499, ""act_days"": 34.7, ""trad_days"": 65.7, ""adopt_imputed"": false, ""raw_without_ai_min"": 31536.0}",,
ainative2026_74,internal_ainative_2026,2026,ainative_need,,2634.72,t,1,"{""log_work_min"": 8.119994, ""ai_code_ratio"": 0.8}","{""calib"": 0.499, ""act_days"": 7.0, ""trad_days"": 11.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 5280.0}",,
ainative2026_75,internal_ainative_2026,2026,ainative_need,,2395.2,t,1,"{""log_work_min"": 8.119994, ""ai_code_ratio"": 1.0}","{""calib"": 0.499, ""act_days"": 7.0, ""trad_days"": 10.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 4800.0}",,
ainative2026_76,internal_ainative_2026,2026,ainative_need,,3592.8,t,1,"{""log_work_min"": 8.52536, ""ai_code_ratio"": 0.95}","{""calib"": 0.499, ""act_days"": 10.5, ""trad_days"": 15.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 7200.0}",,
ainative2026_77,internal_ainative_2026,2026,ainative_need,,3113.76,t,1,"{""log_work_min"": 8.119994, ""ai_code_ratio"": 0.9}","{""calib"": 0.499, ""act_days"": 7.0, ""trad_days"": 13.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 6240.0}",,
ainative2026_78,internal_ainative_2026,2026,ainative_need,,5508.96,t,1,"{""log_work_min"": 8.946505, ""ai_code_ratio"": 0.9}","{""calib"": 0.499, ""act_days"": 16.0, ""trad_days"": 23.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 11040.0}",,
ainative2026_79,internal_ainative_2026,2026,ainative_need,,1317.36,t,1,"{""log_work_min"": 7.427144, ""ai_code_ratio"": 0.9}","{""calib"": 0.499, ""act_days"": 3.5, ""trad_days"": 5.5, ""adopt_imputed"": false, ""raw_without_ai_min"": 2640.0}",,
ainative2026_8,internal_ainative_2026,2026,ainative_need,,12095.76,t,1,"{""log_work_min"": 9.639587, ""ai_code_ratio"": 0.8}","{""calib"": 0.499, ""act_days"": 32.0, ""trad_days"": 50.5, ""adopt_imputed"": false, ""raw_without_ai_min"": 24240.0}",,
ainative2026_80,internal_ainative_2026,2026,ainative_need,,12335.28,t,1,"{""log_work_min"": 9.488048, ""ai_code_ratio"": 0.9}","{""calib"": 0.499, ""act_days"": 27.5, ""trad_days"": 51.5, ""adopt_imputed"": false, ""raw_without_ai_min"": 24720.0}",,
ainative2026_81,internal_ainative_2026,2026,ainative_need,,10059.84,t,1,"{""log_work_min"": 9.431963, ""ai_code_ratio"": 0.9}","{""calib"": 0.499, ""act_days"": 26.0, ""trad_days"": 42.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 20160.0}",,
ainative2026_82,internal_ainative_2026,2026,ainative_need,,742.512,t,1,"{""log_work_min"": 6.270988, ""ai_code_ratio"": 0.85}","{""calib"": 0.499, ""act_days"": 1.1, ""trad_days"": 3.1, ""adopt_imputed"": true, ""raw_without_ai_min"": 1488.0}",,
ainative2026_83,internal_ainative_2026,2026,ainative_need,,2155.68,t,1,"{""log_work_min"": 7.427144, ""ai_code_ratio"": 0.85}","{""calib"": 0.499, ""act_days"": 3.5, ""trad_days"": 9.0, ""adopt_imputed"": true, ""raw_without_ai_min"": 4320.0}",,
ainative2026_84,internal_ainative_2026,2026,ainative_need,,2299.392,t,1,"{""log_work_min"": 7.509335, ""ai_code_ratio"": 0.95}","{""calib"": 0.499, ""act_days"": 3.8, ""trad_days"": 9.6, ""adopt_imputed"": false, ""raw_without_ai_min"": 4608.0}",,
ainative2026_85,internal_ainative_2026,2026,ainative_need,,6227.52,t,1,"{""log_work_min"": 9.007122, ""ai_code_ratio"": 0.85}","{""calib"": 0.499, ""act_days"": 17.0, ""trad_days"": 26.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 12480.0}",,
ainative2026_86,internal_ainative_2026,2026,ainative_need,,3592.8,t,1,"{""log_work_min"": 8.52536, ""ai_code_ratio"": 0.6}","{""calib"": 0.499, ""act_days"": 10.5, ""trad_days"": 15.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 7200.0}",,
ainative2026_87,internal_ainative_2026,2026,ainative_need,,838.32,t,1,"{""log_work_min"": 7.09091, ""ai_code_ratio"": 0.9}","{""calib"": 0.499, ""act_days"": 2.5, ""trad_days"": 3.5, ""adopt_imputed"": false, ""raw_without_ai_min"": 1680.0}",,
ainative2026_88,internal_ainative_2026,2026,ainative_need,,1676.64,t,1,"{""log_work_min"": 7.783641, ""ai_code_ratio"": 0.8}","{""calib"": 0.499, ""act_days"": 5.0, ""trad_days"": 7.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 3360.0}",,
ainative2026_89,internal_ainative_2026,2026,ainative_need,,3832.32,t,1,"{""log_work_min"": 7.337588, ""ai_code_ratio"": 1.0}","{""calib"": 0.499, ""act_days"": 3.2, ""trad_days"": 16.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 7680.0}",,
ainative2026_9,internal_ainative_2026,2026,ainative_need,,5988,t,1,"{""log_work_min"": 9.169623, ""ai_code_ratio"": 0.9}","{""calib"": 0.499, ""act_days"": 20.0, ""trad_days"": 25.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 12000.0}",,
ainative2026_90,internal_ainative_2026,2026,ainative_need,,1197.6,t,1,"{""log_work_min"": 7.273093, ""ai_code_ratio"": 0.7}","{""calib"": 0.499, ""act_days"": 3.0, ""trad_days"": 5.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 2400.0}",,
ainative2026_91,internal_ainative_2026,2026,ainative_need,,5269.44,t,1,"{""log_work_min"": 8.77663, ""ai_code_ratio"": 0.8}","{""calib"": 0.499, ""act_days"": 13.5, ""trad_days"": 22.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 10560.0}",,
ainative2026_92,internal_ainative_2026,2026,ainative_need,,2155.68,t,1,"{""log_work_min"": 7.560601, ""ai_code_ratio"": 0.8}","{""calib"": 0.499, ""act_days"": 4.0, ""trad_days"": 9.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 4320.0}",,
ainative2026_93,internal_ainative_2026,2026,ainative_need,,9341.28,t,1,"{""log_work_min"": 9.431963, ""ai_code_ratio"": 0.8}","{""calib"": 0.499, ""act_days"": 26.0, ""trad_days"": 39.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 18720.0}",,
ainative2026_94,internal_ainative_2026,2026,ainative_need,,8862.24,t,1,"{""log_work_min"": 9.451009, ""ai_code_ratio"": 0.9}","{""calib"": 0.499, ""act_days"": 26.5, ""trad_days"": 37.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 17760.0}",,
ainative2026_95,internal_ainative_2026,2026,ainative_need,,3473.04,t,1,"{""log_work_min"": 8.425297, ""ai_code_ratio"": 0.8}","{""calib"": 0.499, ""act_days"": 9.5, ""trad_days"": 14.5, ""adopt_imputed"": false, ""raw_without_ai_min"": 6960.0}",,
ainative2026_96,internal_ainative_2026,2026,ainative_need,,1916.16,t,1,"{""log_work_min"": 7.783641, ""ai_code_ratio"": 0.85}","{""calib"": 0.499, ""act_days"": 5.0, ""trad_days"": 8.0, ""adopt_imputed"": true, ""raw_without_ai_min"": 3840.0}",,
ainative2026_97,internal_ainative_2026,2026,ainative_need,,2634.72,t,1,"{""log_work_min"": 8.045909, ""ai_code_ratio"": 0.95}","{""calib"": 0.499, ""act_days"": 6.5, ""trad_days"": 11.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 5280.0}",,
ainative2026_98,internal_ainative_2026,2026,ainative_need,,2634.72,t,1,"{""log_work_min"": 8.119994, ""ai_code_ratio"": 0.8}","{""calib"": 0.499, ""act_days"": 7.0, ""trad_days"": 11.0, ""adopt_imputed"": false, ""raw_without_ai_min"": 5280.0}",,
ainative2026_99,internal_ainative_2026,2026,ainative_need,,1317.36,t,1,"{""log_work_min"": 7.560601, ""ai_code_ratio"": 0.95}","{""calib"": 0.499, ""act_days"": 4.0, ""trad_days"": 5.5, ""adopt_imputed"": false, ""raw_without_ai_min"": 2640.0}",,
